,F,I,tfidf,H,H-tilde,H-tilde_std,N
ZCCHC12,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
LINC01285,9.676712642663775e-07,-0.008950977500401525,4.960043507980195,2.321928094887362,2.3129771173869607,0.06343688365601607,5
LONRF3,9.676712642663775e-06,0.42442394935700456,3.857756921957777,5.103465189601647,5.527889138958652,0.0675653944804616,50
PGRMC1,2.0321096549593926e-05,-0.0027259577017311187,2.2997054017463356,6.485674089094694,6.482948131392963,0.0652121636188971,105
SLC25A43,5.612493332744989e-06,0.06877148017048285,3.51613674362552,4.720049960644813,4.788821440815296,0.06827064739985482,29
SLC25A5,0.0002699802827303193,0.42477194050528766,1.5736597523074312,8.242733246318984,8.667505186824272,0.03139355547515252,1395
CXorf56,6.580164597011367e-06,-0.023251128312635316,3.1660942789159314,5.028639311838575,5.005388183525939,0.06703903353646447,34
UBE2A,5.3415453787504036e-05,0.08717906706281386,1.7542063943354376,7.47389215425617,7.561071221318984,0.05621414896526124,276
NKRF,9.676712642663775e-06,-0.0785477071856242,2.7323072676568056,5.603856189774724,5.5253084825891,0.0685551872315669,50
SEPT6,0.00010276668826508929,0.31550092542387276,1.6960244150162567,7.816302466881032,8.131803392304905,0.04646683461179931,531
SOWAHD,5.612493332744989e-06,0.07346113534290044,3.51613674362552,4.720049960644813,4.793511095987713,0.06663309787487341,29
RPL39,0.004588503600898308,0.14906868512520433,5.990672981347284,8.887030676253483,9.036099361378687,0.006918785386744023,23709
UPF3B,3.232022022649701e-05,0.30493045869092583,2.479935634704881,6.724787525903347,7.0297179845942726,0.061724844419981155,167
RNF113A,3.328789149076339e-05,0.10441611771822412,2.171509430504641,6.955220859302948,7.059636977021172,0.062180280704793804,172
NDUFA1,0.0001886958965319436,0.14711671101473378,1.2979286875925977,8.363056079198909,8.510172790213643,0.036326328601301944,975
NKAP,3.986805608777475e-05,0.07257572619127561,1.8843723922683573,7.188910753086044,7.26148647927732,0.05750964543374763,206
ZBTB33,9.289644136957223e-06,0.03364925316336542,2.9470068593535745,5.444235677759417,5.477884930922783,0.06835818288732913,48
TMEM255A,1.161205517119653e-06,1.1168145836939274,10.941738263492372,1.4591479170272448,2.575962500721172,0.05402777063600182,6
LAMP2,6.38663034415809e-05,0.30101548416535717,2.1546783667674183,7.43343543380511,7.7344509179704675,0.053149660862922624,330
CUL4B,1.5676274481115314e-05,0.133299808159415,2.7415270750895653,6.024914509004045,6.15821431716346,0.06694820279643206,81
MCTS1,4.2577535627720606e-05,-0.053925260550869325,1.7151321990274513,7.383588008959538,7.329662748408668,0.05897083533437547,220
C1GALT1C1,1.161205517119653e-05,0.15678392715771938,3.021043502114848,5.6150610122030695,5.771844939360789,0.06723918614572828,60
THOC2,7.605896137133727e-05,-0.03274774151721438,1.392374949148865,7.922232894017022,7.889485152499808,0.05067172624317065,393
XIAP,3.94809875820682e-05,0.13946064060134145,1.9872024633693002,7.113410145808222,7.252870786409564,0.06042670614205796,204
AL121601.1,1.161205517119653e-06,0.3220000000000165,5.952052209576235,2.2516291673878226,2.573629167387839,0.06040971224255923,6
STAG2,9.057403033533292e-05,0.10692587952564292,1.5057977838181122,7.925269702678437,8.03219558220408,0.05041153909645284,468
SH2D1A,1.8579288273914447e-05,0.6611006991092196,3.6972902004156394,5.7123121099834755,6.373412809092695,0.06510512427407762,96
TENM1,1.5482740228262038e-06,0.237405639062231,5.284081452981694,2.75,2.987405639062231,0.05761637785432777,8
SMARCA1,3.8706850570655096e-07,-0.004999999999999227,5.8763342398543505,1.0,0.9950000000000008,0.07053367989832436,2
OCRL,3.0965480456524077e-06,-0.035877443751092475,3.796892698174515,4.0,3.9641225562489075,0.06726725797838537,16
XPNPEP2,5.806027585598265e-07,-0.005333333333334966,5.470869131746186,1.584962500721156,1.579629167387821,0.0593894865372829,3
SASH3,7.180120780856521e-05,0.04455748258825576,1.5311881567736736,7.793233648902503,7.837791131490759,0.05218065841095521,371
ZDHHC9,2.7094795399458568e-06,-0.03189495178660806,3.9304240907990375,3.807354922057604,3.775459970270996,0.06907866126944197,14
UTP14A,1.2192657929756355e-05,0.09240030801821852,2.86214594588904,5.7430753599735125,5.835475667991731,0.0630342656613103,63
BCORL1,5.225424827038438e-06,0.08751489814654878,3.618654043189783,4.60673935401532,4.694254252161869,0.06655735183797692,27
ELF4,1.6837479998234968e-05,0.057954308879098804,2.562777407514907,6.190069932630337,6.248024241509436,0.0639389327848078,87
AIFM1,1.5289205975408762e-05,0.05552764546930966,2.6193986870118575,6.066377108909211,6.12190475437852,0.06502145959488743,79
RAB33A,2.12887678138603e-06,0.15749911136321337,4.693585960162276,3.2776134368191157,3.435112548182329,0.06464502119566756,11
ZNF280C,3.6771508042122342e-06,0.06091950920984068,3.8835046437691387,4.142664355548848,4.203583864758689,0.0706494656833555,19
SLC25A14,3.6771508042122342e-06,0.06129877302460329,3.8835046437691387,4.142664355548848,4.203963128573451,0.0663952821586136,19
RBMX2,2.9804274939404425e-05,0.08934408775004066,2.1723933680695637,6.849483537406003,6.938827625156043,0.061987508733346915,154
ENOX2,1.0063781148370326e-05,0.16420542930409443,3.192590764299706,5.416691881561025,5.58089731086512,0.06933104538652765,52
FIRRE,5.806027585598265e-07,-0.006000000000001338,5.470869131746186,1.584962500721156,1.5789625007211547,0.06296030495518616,3
STK26,2.2256439078126683e-05,0.15040591454982355,2.5187249638174154,6.443188637844458,6.593594552394282,0.06639436231298992,115
RAP2C,2.2837041836686508e-05,0.023983595079871023,2.2495295651112053,6.598661905257376,6.622645500337247,0.06530465854040493,118
RAP2C-AS1,2.7094795399458568e-06,0.25385714285717587,4.765337232397345,3.5216406363433186,3.7754977792004945,0.06409033802514293,14
MBNL3,1.3934466205435836e-05,-0.05215598446048464,2.4882074631933766,6.058813890331201,6.006657905870717,0.06624386460041808,72
GPC4,7.741370114131019e-07,0.49250000000000194,7.294492175661581,1.5,1.992500000000002,0.060776228905687284,4
PHF6,1.8192219768207896e-05,0.06303633309729761,2.4792639545866346,6.283208266525223,6.346244599622521,0.06695398310821861,94
HPRT1,2.8449535169431497e-05,0.07631718414813271,2.1001842972451716,6.811104892599876,6.887422076748009,0.062385966442584935,147
MIR503HG,3.8706850570655096e-07,-0.0009999999999992237,5.8763342398543505,1.0,0.9990000000000008,0.03160696125854548,2
LINC00629,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
FAM122B,1.799868551535462e-05,-0.04552762060208071,2.2872962040343405,6.380504106783692,6.334976486181612,0.06546140238090456,93
FAM122C,8.709041378397396e-06,0.08773414087552123,3.134534656510963,5.297300040726042,5.385034181601563,0.06685691578887833,45
MOSPD1,7.547835861277744e-06,-0.03627956129754484,3.009050399127066,5.234120167580198,5.197840606282653,0.06654880850517027,39
SMIM10,1.3547397699729284e-06,0.27228571428572845,5.574008943050615,2.5216406363433186,2.793926350629047,0.06311052824579506,7
RTL8B,7.741370114131019e-07,-0.010499999999997955,5.183187059294405,2.0,1.989500000000002,0.07169204976841265,4
RTL8C,1.6063342986821865e-05,0.11791336124951801,2.696683494365597,6.076787774694353,6.194701135943871,0.0659739631937858,83
RTL8A,9.676712642663775e-06,0.059117598786563974,2.979173939049131,5.468758439731455,5.527876038518019,0.06795758345052132,50
SMIM10L2B-AS1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
ZNF75D,5.612493332744989e-06,-0.06900471896759264,3.202185590427822,4.857980995127572,4.788976276159979,0.06868902161845801,29
ZNF449,3.2900822985056833e-06,0.07901211838121425,4.034198491810422,3.9698157824268097,4.048827900808024,0.06962978980222956,17
INTS6L,1.548274022826204e-05,0.08281842185928312,2.6525556324170707,6.06249200111032,6.145310422969603,0.06277967845054698,80
MMGT1,1.9159891032474272e-05,-0.07788127927483135,2.203495559708264,6.4879424786654685,6.410061199390637,0.06480060254601566,99
SLC9A6,5.806027585598265e-06,-0.005621554168834031,3.312605783201195,4.840223928941852,4.834602374773018,0.06809118331366597,30
FHL1,5.612493332744989e-06,0.1678443444688522,3.6934677534381386,4.625053839880556,4.792898184349408,0.06623115073504977,29
MAP7D3,1.6063342986821865e-05,0.27149303853384765,2.9295144848497965,5.917208106045719,6.188701144579567,0.06611149755324218,83
HTATSF1,3.0191343445110977e-05,0.10731894695148991,2.1729772685237694,6.841272651457477,6.948591598408967,0.06521067730733844,156
CD40LG,1.8385754021061173e-05,0.4239102073596843,3.283051513935705,5.931653603245783,6.355563810605467,0.06467764580403107,95
ARHGEF6,4.102926160489441e-05,0.20456592565952114,2.1325308613897676,7.084309737705301,7.288875663364822,0.06235652167816889,212
AL683813.1,5.225424827038438e-06,0.36466379136227367,4.26899327775052,4.3285995390402485,4.693263330402522,0.06387806734910312,27
RBMX,0.00016102049837392522,0.05691901590040693,1.10756581341235,8.367364579885749,8.424283595786155,0.03887791847007553,832
MCF2,3.8706850570655096e-07,-0.004999999999999227,5.8763342398543505,1.0,0.9950000000000008,0.07053367989832436,2
ATP11C,1.586980873396859e-05,0.033627525464644314,2.5599972917781395,6.138039809496132,6.171667334960777,0.06712511750068087,82
LINC00632,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
LDOC1,3.87068505706551e-06,-0.04591518812622919,3.573749146860305,4.321928094887363,4.276012906761133,0.06757357761446028,20
SLITRK4,7.547835861277744e-06,0.16827252691885963,3.4906386745919775,5.028991962451992,5.197264489370852,0.06707101017511408,39
FMR1,2.3804713100952885e-05,0.2815241991558297,2.693940613474279,6.391502818259424,6.6730270174152535,0.061827748117666934,123
AFF2,3.8706850570655096e-07,-0.005999999999999228,5.8763342398543505,1.0,0.9940000000000008,0.07722693830522606,2
IDS,0.00020475923951876547,0.20154717357837448,1.3516076248496003,8.349911463635799,8.551458637214173,0.035527398920835444,1058
AC244197.3,3.8706850570655096e-07,-0.003999999999999226,5.8763342398543505,1.0,0.9960000000000008,0.06311893535223174,2
AC244197.2,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
LINC00893,6.580164597011367e-06,0.439858114007194,3.930979105290326,4.572469458770135,5.012327572777329,0.06612959209439964,34
CXorf40A,1.6450411492528416e-05,0.25480369211816534,3.0001051953281053,5.968099465498561,6.222903157616726,0.06446479241963152,85
TMEM185A,7.74137011413102e-06,0.008377969370798155,3.0862055375662214,5.221928094887363,5.230306064258161,0.06781817063325125,40
CXorf40B,9.289644136957223e-06,0.09666691639942115,3.1348256424789582,5.376629167387823,5.473296083787244,0.06669964625980133,48
LINC00894,1.5482740228262038e-06,-0.01625000000000254,4.49003987873446,3.0,2.9837499999999975,0.06263734908303693,8
MAMLD1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
MTM1,1.1418520918343254e-05,0.07061947573746963,2.8194323158731716,5.679253218853367,5.749872694590836,0.0650805730936422,59
MTMR1,8.128438619837571e-06,0.05018653719796795,3.129452064614238,5.2494602799216175,5.299646817119585,0.06791194360224197,42
CD99L2,5.225424827038438e-06,0.19018502831854622,3.815356038824644,4.504706483564822,4.694891511883368,0.0647027948188894,27
HMGB3,6.773698849864642e-06,0.2305598357724179,3.6963313785441643,4.822000516883153,5.052560352655571,0.06484564146871341,35
VMA21,5.747967309742282e-05,0.0841985552003175,1.7287859297140844,7.550485735292108,7.634684290492426,0.05296373205181478,297
BX546450.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
PRRG3,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
CETN2,1.1418520918343254e-05,0.001647089135484947,2.7484862886495938,5.747049829022859,5.748696918158344,0.06717829977892223,59
NSDHL,5.4189590798917135e-06,0.07915617589086388,3.56610679642303,4.6644977792004605,4.743653955091324,0.066085517818072,28
ZNF185,5.612493332744989e-06,0.23767125653751275,3.8867024908334704,4.556088322639177,4.793759579176689,0.06823953288630086,29
PNMA5,9.676712642663775e-07,-0.01175097750040166,4.960043507980195,2.321928094887362,2.3101771173869605,0.07131810943924867,5
PNMA3,1.3547397699729284e-06,-0.011714285714270911,4.6235712713589825,2.807354922057604,2.7956406363433333,0.0566543403956344,7
PNMA6A,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
ZNF275,7.74137011413102e-06,0.009333608433026441,3.0862055375662214,5.221928094887363,5.231261703320389,0.06810092759689186,40
ZFP92,5.806027585598265e-07,-0.00600000000000156,5.470869131746186,1.584962500721156,1.5789625007211545,0.06296030495518969,3
TREX2,3.8706850570655096e-07,-0.005999999999999228,5.8763342398543505,1.0,0.9940000000000008,0.07722693830522606,2
HAUS7,4.838356321331887e-06,-0.058123910001731005,3.3506055955460954,4.643856189774724,4.585732279772993,0.06664273442212715,25
CCNQ,1.9546959538180824e-05,0.0433527902607862,2.4012114227221026,6.39331160649275,6.436664396753536,0.062435303134252836,101
SLC6A8,2.7094795399458568e-06,0.2583746508927365,4.765337232397345,3.5216406363433186,3.780015287236055,0.06260125068735095,14
BCAP31,0.00010160548274796964,0.03898024634053421,1.3052060936892433,8.084336703133024,8.123316949473558,0.04770064556943826,525
ABCD1,1.374093195258256e-05,-0.01728290510791819,2.560116578265739,6.008902049082147,5.991619143974229,0.06400921056537595,71
IDH3G,6.851112551005952e-05,0.23876292621527018,1.9080594998704088,7.560131488259372,7.798894414474642,0.055324358857053356,354
SSR4,0.0002684320087074931,0.1548658115993149,1.1350162712639038,8.510099448521467,8.664965260120782,0.03023006236666285,1387
PDZD4,2.322411034239306e-06,-0.030022055208932308,4.084574770626295,3.584962500721156,3.5549404455122238,0.07061418248005222,12
L1CAM,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
ARHGAP4,0.0001097339213678072,0.01181802170023083,1.243521842153954,8.166040056613253,8.177858078313484,0.045960741799338255,567
NAA10,5.496372781033024e-05,0.0839764871700277,1.7420913977740324,7.507832462730744,7.591808949900772,0.055881199024846444,284
RENBP,1.6256877239675142e-05,0.047200042297115274,2.5222325037033437,6.154222184683523,6.201422226980638,0.0652012192959517,84
HCFC1,3.212668597364373e-05,0.052009534834954074,2.0463577967999544,6.968354039754594,7.020363574589548,0.061240629899941494,166
HCFC1-AS1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
TMEM187,4.838356321331887e-06,0.02652511249784162,3.532737072985782,4.563856189774724,4.590381302272566,0.06807372865585934,25
IRAK1,4.89641659718787e-05,0.08675660066927016,1.8107396754043128,7.3889075568136855,7.475664157482956,0.05860400606235828,253
MECP2,5.302838528179748e-05,0.0063334873020819416,1.6087958093548271,7.551716081238954,7.558049568541036,0.057937925156702805,274
TKTL1,1.3547397699729284e-06,0.6645903735230583,6.944060911172273,2.1280852788913944,2.7926756524144527,0.06640174392998673,7
FLNA,0.0003824236836380724,0.399783036117336,1.6289457196425456,8.381386053639696,8.781169089757032,0.026123720625698545,1976
EMD,4.335167263913371e-05,0.12751891813073613,1.966738395065883,7.22182583502157,7.349344753152306,0.0601155650888101,224
RPL10,0.00693723529352566,0.1779015679939011,4.825312887958296,8.866205491467454,9.044107059461355,0.005415465155561215,35845
AC245140.2,1.7418082756794795e-06,-0.01911111111111552,4.372256843078077,3.169925001442312,3.1508138903311966,0.06386869246146555,9
DNASE1L1,1.6450411492528416e-05,0.21978123208453137,2.8769111281804074,6.000509906700485,6.220291138785016,0.0648227535228758,85
TAZ,2.8062466663724946e-05,0.07147878227447713,2.1532375271389683,6.799775190161391,6.871253972435868,0.06208238902102343,145
AC244090.1,7.74137011413102e-06,0.05682135280813494,3.1984470354271046,5.171928094887362,5.228749447695497,0.0650219760020271,40
ATP6AP1,6.94787967743259e-05,0.2605692815719447,1.9514224880158224,7.5501700129912965,7.810739294563241,0.052257178756325996,359
GDI1,2.92236721808446e-05,0.15158284173598435,2.3018501371885027,6.763077338591189,6.914660180327173,0.061722359930004654,151
FAM50A,5.418959079891714e-05,0.021240229744352135,1.6583852663443936,7.555824356122508,7.57706458586686,0.056653079139971134,280
PLXNA3,1.3547397699729285e-05,0.28811940325031227,3.1801621620989335,5.686146588249911,5.974265991500223,0.06609011893607478,70
LAGE3,3.038487769796425e-05,0.033758850491341974,2.0554282637193695,6.923508248850287,6.957267099341629,0.06177365578849992,157
UBL4A,1.4321534711142386e-05,-0.11308439842634854,2.3565046153259694,6.155399311574896,6.042314913148547,0.06926194299611864,74
SLC10A3,1.4321534711142386e-05,0.08811642527435559,2.6682905181924603,5.956008939924038,6.0441253651983935,0.06572800910830162,74
FAM3A,1.6837479998234968e-05,-0.07994162470106847,2.2946379154152896,6.328000967113096,6.248059342412027,0.06441617522206715,87
G6PD,4.3545206891986986e-05,0.15722988700799334,2.01624008129739,7.195742746657208,7.3529726336652015,0.05669783929231648,225
IKBKG,2.496591861807254e-05,0.14221896879228701,2.353354457744035,6.589796805992244,6.732015774784531,0.0633018874818804,129
GAB3,2.748186390516512e-05,0.17155655210116372,2.3467814462047016,6.672462348301743,6.844018900402907,0.061177953278941266,142
DKC1,3.6190905283562514e-05,0.19186945928021615,2.174327804210953,6.967195914465668,7.159065373745884,0.058771335616554884,187
MPP1,4.18033986163075e-05,0.4130232966895111,2.5115230251848444,6.899941712809772,7.312965009499283,0.05845786676590342,216
F8,1.161205517119653e-06,0.32420751874965514,5.952052209576235,2.2516291673878226,2.5758366861374777,0.05953776986297025,6
F8A1,2.2256439078126683e-05,-0.0865509945780909,2.0678761087241164,6.682404072664692,6.595853078086601,0.06375052762282883,115
FUNDC2,5.148011125897128e-05,0.012562687530517813,1.6906481916421248,7.514254604680756,7.526817292211274,0.0573533462899197,266
CMC4,9.676712642663775e-07,-0.009199999999969677,4.960043507980195,2.321928094887362,2.3127280948873925,0.06257283755655411,5
BRCC3,1.3547397699729285e-05,0.12349355706683962,2.8213529333912937,5.850571945454582,5.974065502521421,0.06336865250379689,70
VBP1,3.522323401929614e-05,-0.12204823006946786,1.6997749008927834,7.249445464326972,7.127397234257504,0.061611475228096645,182
RAB39B,4.25775356277206e-06,0.22005304147563276,4.1974175635501485,4.186704345910025,4.406757387385658,0.06776412607487557,22
CLIC2,5.031890574185163e-06,0.7236363540937742,5.714292352077063,3.9210296217376146,4.644665975831389,0.06538516334781373,26
F8A3,1.3547397699729284e-06,-0.013428571428556246,4.6235712713589825,2.807354922057604,2.793926350629048,0.061803506933962214,7
H2AFB3,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
TMLHE,1.1224986665489978e-05,0.12089581894336732,2.9996869742356522,5.603586383021305,5.724482201964673,0.06917766724033873,58
SPRY3,1.3547397699729284e-06,0.2760000000000149,5.574008943050615,2.5216406363433186,2.7976406363433335,0.0517797533510185,7
VAMP7,2.0708165055300477e-05,0.03868298711635898,2.3064039391642477,6.472729720025787,6.511412707142146,0.062278696730014856,107
ZNF596,1.7418082756794795e-06,-0.018750543055799263,4.372256843078077,3.169925001442312,3.151174458386513,0.06461001175307662,9
FAM87A,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
FBXO25,1.877282252676772e-05,0.06034322816520454,2.4696484320522054,6.324089259690597,6.384432487855801,0.06662435649934212,97
TDRP,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
ERICH1,7.722016688845692e-05,0.1007511598570856,1.5600335526146274,7.800984002892054,7.90173516274914,0.05278024835240347,399
AF067845.5,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
CLN8,2.864306942228477e-05,0.2625562623505031,2.4459412256218016,6.629896355420724,6.8924526177712275,0.06035339978527014,148
AC100810.3,3.8706850570655096e-07,-0.0029999999999992255,5.8763342398543505,1.0,0.9970000000000008,0.05469003565549385,2
AC100810.1,1.8385754021061173e-05,0.06521415727642221,2.505639103039684,6.296171397804632,6.361385555081054,0.06552103752906788,95
ARHGEF10,5.806027585598265e-07,-0.010666666666667934,5.470869131746186,1.584962500721156,1.5742958340544881,0.08365006475420575,3
KBTBD11-OT1,3.8706850570655096e-07,-0.0029999999999992255,5.8763342398543505,1.0,0.9970000000000008,0.05469003565549385,2
KBTBD11,1.2773260688316182e-05,0.2570100643725173,3.23672655571516,5.639017035992341,5.896027100364858,0.06448162063029493,66
MYOM2,1.0450849654076876e-05,2.1569239451143463,11.8681456543139,3.4752683392833723,5.632192284397719,0.07095206022084213,54
AC246817.2,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
AC016065.1,6.386630344158091e-06,-0.073293506820713,3.0729738589478157,5.044394119358453,4.97110061253774,0.06626411009331215,33
MCPH1,1.703101425108824e-05,0.04865525452513353,2.496461387791974,6.215002357224491,6.2636576117496245,0.06605003917662139,88
ANGPT2,5.031890574185163e-06,-0.06295662259824031,3.311384882392814,4.700439718141092,4.637483095542851,0.07008263529890421,26
AF287957.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
AGPAT5,1.0644383906930151e-05,0.1322203681747478,3.091779635892755,5.526814258979205,5.659034627153953,0.06840893728708328,55
FAM66B,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
FAM85B,3.8706850570655096e-07,-0.0029999999999992255,5.8763342398543505,1.0,0.9970000000000008,0.05469003565549385,2
PRAG1,3.87068505706551e-06,-0.047115188126225505,3.573749146860305,4.321928094887363,4.274812906761137,0.0682795783166533,20
CLDN23,1.3547397699729284e-06,-0.01599999999998447,4.6235712713589825,2.807354922057604,2.7913549220576197,0.06569192165993397,7
MFHAS1,1.6643945745381694e-05,0.3162269568530567,3.100986277899346,5.917259667367013,6.2334866242200695,0.0671453246677997,86
ERI1,5.806027585598265e-06,0.0909475779856761,3.4685109752561702,4.748394345536403,4.839341923522079,0.06638697447365362,30
PPP1R3B,8.321972872690847e-06,0.09023920203013613,3.2039628280574344,5.240218243074191,5.330457445104327,0.0661601309940204,43
AC022784.7,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
AC022784.3,3.8706850570655096e-07,0.9990000000000008,13.138962840828592,0.0,0.9990000000000008,0.03160696125854548,2
AC021242.3,5.806027585598265e-07,-0.004666666666668151,5.470869131746186,1.584962500721156,1.580295834054488,0.05558177159270548,3
TNKS,1.7418082756794793e-05,0.07475895145669043,2.5063673558893003,6.21679879075008,6.291557742206771,0.06388403843741153,90
LINC00599,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
AC034111.1,2.5159452870925815e-06,-0.030174204808130156,4.00453206295276,3.700439718141092,3.670265513332962,0.06836879196971471,13
MSRA,2.5933589882338915e-05,0.06455483807526896,2.24534651675372,6.711538630723989,6.776093468799258,0.06398442923065574,134
AC104964.4,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
SOX7,5.806027585598265e-07,0.6626666666666651,8.814501359781525,0.9182958340544894,1.5809625007211545,0.05148462553731383,3
PINX1.1,9.096109884103948e-06,0.023539003920777013,2.9751980446662185,5.4269292772095525,5.4504682811303296,0.06558416600908908,47
XKR6,4.451287815625336e-06,0.03380137282477769,3.636549829194888,4.436605434317882,4.47040680714266,0.06720432727394256,23
AF131216.4,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
MTMR9,2.090169930815375e-05,0.0671097982681701,2.403813337863561,6.451601506773065,6.5187113050412355,0.060740350445488804,108
AF131216.1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
SLC35G5,7.741370114131019e-07,-0.00999999999999801,5.183187059294405,2.0,1.990000000000002,0.06999999999997553,4
FAM167A,1.5482740228262038e-06,0.23274999999999668,5.284081452981694,2.75,2.9827499999999967,0.06625660344567369,8
BLK,2.438531585951271e-05,1.1697324492152301,5.19778740220361,5.533450515935542,6.703182965150772,0.06256798129798918,126
NEIL2,6.967233102717918e-06,0.026323558329003127,3.2221280073156717,5.058813890331201,5.085137448660205,0.06842437171831217,36
FDFT1,4.838356321331887e-05,0.24313704875672126,2.0465170894747358,7.221412893372815,7.464549942129536,0.056959464385817976,250
AC069185.1,2.322411034239306e-06,-0.0242295739585785,4.084574770626295,3.584962500721156,3.5607329267625776,0.062253433117568646,12
CTSB,0.00022527387032121268,0.8087267913975396,3.264000424096705,7.783033849408627,8.591760640806166,0.033036187963455546,1164
USP17L2,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
FAM86B1,5.806027585598265e-07,-0.0026666666666683714,5.470869131746186,1.584962500721156,1.5822958340544877,0.04207929023543386,3
AC145124.1,2.12887678138603e-06,0.15865864659068452,4.693585960162276,3.2776134368191157,3.4362720834098,0.06566310853178145,11
AC087203.3,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
LONRF1,1.1031452412636703e-05,0.28201551054201346,3.3962582905160095,5.420437821106374,5.702453331648387,0.06797143928392566,57
AC123777.1,1.3547397699729284e-06,-0.013428571428556246,4.6235712713589825,2.807354922057604,2.793926350629048,0.061803506933962214,7
TRMT9B,5.806027585598265e-07,-0.005333333333334744,5.470869131746186,1.584962500721156,1.5796291673878213,0.059389486537275424,3
DLC1,2.322411034239306e-06,0.5409481439298665,5.829675790770769,3.0220552088742005,3.563003352804067,0.06122479690476719,12
MSR1,5.612493332744989e-06,1.0209263350605458,6.881868015441308,3.7714370294611257,4.792363364521671,0.06598215404021171,29
MICU3,3.0965480456524077e-06,0.08646691718667743,4.118859967266225,3.875,3.9614669171866774,0.07127751586028042,16
ZDHHC2,2.2062904825273405e-05,0.1270267436363648,2.457290178174993,6.4555255404046195,6.582552284040984,0.06328690813262046,114
CNOT7,6.173742666019488e-05,-0.004183216406319801,1.5312588258570896,7.7051948050391985,7.701011588632879,0.0564676605948695,319
VPS37A,1.548274022826204e-05,0.09373092099321312,2.6525556324170707,6.053055907333276,6.146786828326489,0.06345025241796064,80
MTUS1,1.7418082756794795e-06,-0.019333333333336977,4.372256843078077,3.169925001442312,3.150591668108975,0.0634135943690768,9
AC087273.2,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
PCM1,7.992964642840278e-05,0.060229481648586436,1.530871620692716,7.87127324385788,7.9315027255064665,0.050526952909309204,413
ASAH1,0.000259916501581949,0.84399503674919,3.4828841069002356,7.80835731400666,8.65235235075585,0.031068373925950594,1343
AC124242.1,3.2900822985056833e-06,0.20023299411663942,4.376288715220364,3.85216872360328,4.05240171771992,0.06337204317874993,17
NAT1,2.5159452870925815e-06,-0.028365760577028443,4.00453206295276,3.700439718141092,3.6720739575640637,0.06664525835661618,13
PSD3,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
CSGALNACT1,1.6063342986821865e-05,0.2283266664222925,2.9295144848497965,5.962212172232582,6.1905388386548745,0.06453090723519318,83
INTS10,3.657797378926907e-05,-0.04858241711594857,1.7837049952118125,7.213701138607702,7.165118721491753,0.062397385610760026,189
LPL,1.5482740228262038e-06,0.4826556390622301,6.370295934914987,2.5,2.98265563906223,0.06793333547043631,8
SLC18A1,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
ATP6V1B2,9.250937286386568e-05,0.47790081922823546,2.2759342983634707,7.572595515697532,8.050496334925768,0.04861015564850172,478
AC015468.3,5.806027585598265e-07,-0.006666666666668153,5.470869131746186,1.584962500721156,1.578295834054488,0.06633249580748596,3
GFRA2,7.741370114131019e-07,0.49200000000000177,7.294492175661581,1.5,1.9920000000000018,0.06273754856541076,4
DOK2,0.00013953819630721162,0.3738598007017071,1.8051145817231171,7.96581480028898,8.339674600990687,0.04312590777522523,721
XPO7,1.8966356779620998e-05,0.12650845569302316,2.584764548398832,6.272773364479219,6.399281820172242,0.06502951468353736,98
FGF17,1.9353425285327548e-07,0.0,6.569481420414296,0.0,0.0,0.0,1
